question,options,right_answer
"始终做到(),是我们党的立党之本、执政之基、力量之源.","['“两个文明建设”', '“三个文明建设”', '以经济建设为中心', '“三个代表”']",['“三个代表”']
"2005年,胡锦涛主席就新形势下发展两岸关系提出的原则性意见是1.坚持一个中国原则不动摇2.争取和平统一的努力绝不放弃3.贯彻寄希望于台湾人民的方针决不改变4.反对“台独”分裂活动决不妥协","['124', '1234', '134', '234']",['1234']
我国社会主义初级阶段：①发展程度还比较低；②社会主义制度已经确立；③正在补资本主义的课；④正在为进入社会主义社会而过渡,"['①②③④', '①②', '③④', '①②③']",['①②']
科学发展观全面体现并进一步丰富和深化了马克思主义对()问题的认识,"['国情', '发展', '社会主义发展阶段', '改革']",['发展']
我国外交政策的根本立场是,"['和平外交', '独立自主', '不结盟', '和平共处']",['不结盟']
"党的先进性,归根到底要看党在推动()中的作用","['群众运动', '阶级斗争', '历史前进', '社会运动']",['历史前进']
在社会主义市场经济条件下能够履行承诺而取得他人信任的品德是,"['信义', '忠义', '重义', '诚信']",['诚信']
四项基本原则是经济建设的(&nbsp;&nbsp;),"['政治保证', '组织保证', '物质保证', '发展动力']",['政治保证']
毛泽东群众路线的核心内容是,"['一切为了群众,一切依靠群众', '从群众中来,到群众中去', '与群众打成一片', '领导与群众相结合']","['一切为了群众,一切依靠群众']"
毛泽东正式提出探索中国社会主义建设道路的文章是,"['《星星之火可以燎原》', '《论十大关系》', '《关于正确处理人民内部矛盾的问题》', '《不要四面出击》']",['《论十大关系》']
一个民族在长期共同社会实践中形成的民族意识、民族心理、民族品格、民族气质的总和概括为,"['民族精髓', '民族精神', '民族之魂', '民族特征']",['民族精神']
近代中国社会的主要矛盾是,"['生产力与生产关系', '经济基础和上层建筑', '帝国主义与中华民族、封建主义与人民大众', '地主阶级与农民阶级']",['帝国主义与中华民族、封建主义与人民大众']
"中共十七届五中全会提出《中共中央关于制定国民经济和社会发展第十二个五年规划的建议》,国务院根据中共中央的建议起草了“十二五”规划纲要草案,随后“十二五”规划纲要须在全国人大十一届四次会议上审议批准,这一过程表明()(1)规划纲要是党的主张和人民意志的统一(2)中国共产党通过国务院行使行政权(3)全国人大是我国的立法机关(4)党的主张经过法定程序成为国家意志","['(1)(4)', '(2)(3)', '(3)(4)', '(1)(2)']",['(3)(4)']
"1941年1月,震惊中外的皖南事变爆发后,《新华日报》刊出周恩来的题词手迹：“为江南死国难者致哀.”“千古奇冤,江南一叶,同室操戈,相煎何急？”大敌当前,中国共产党以民族利益为重,坚持正确的方针和原则,避免了抗日民族统一战线的破裂.这些方针和原则有①既联合又斗争②有理,有利,有节③针锋相对,寸土必争④发展进步势力,争取中间势力,孤立顽固势力","['①④', '②③', '①②', '①②④']",['①②④']
社会主义建设基本力量是,"['工人农民知识分子', '中国人民解放军', '各族人民的团结', '广泛的爱国统一战线']",['工人农民知识分子']
体现社会主义精神文明的性质和方向的是,"['民主法制观念', '思想道德建设', '文化建设', '情感教育']",['思想道德建设']
“三通”是指,"['通商、通航、通邮', '通讯、通航、通邮', '通话.通邮.通商', '通商、通航、通讯']",['通商、通航、通邮']
我国农业合作化过程中建立的初级农业生产合作社的性质是,"['半社会主义性质', '完全社会主义性质', '具有社会主义萌芽性质', '新民主主义性质']",['半社会主义性质']
中国共产党群众路线的主要内容是①一切为了群众②一切依靠群众③一切服从群众④从群众中来⑤到群众中去,"['①②④⑤', '②③④⑤', '①③④⑤', '①②③④']",['①②④⑤']
决定社会主义初级阶段社会性质的最主要因素是,"['我国社会主义初级阶段的主要矛盾', '多种所有制经济共同发展', '生产力水平低,经济文化落后', '公有制为主体']",['公有制为主体']
实现创新型国家目标的根本途径是,"['增强自主创新能力', '转变经济发展方式', '解放和发展生产力', '深化科技体制改革']",['增强自主创新能力']
党的十六大提出党和国家到2020年的奋斗目标是,"['实现共同富裕', '全面建设小康社会', '实现基本小康', '基本实现现代化']",['全面建设小康社会']
党的十七大报告提出的一个关系国民经济全局紧迫而重大的战略任务是：促进国民经济又好又快发展必须,"['加快转变经济发展方式,推进经济结构调整,推动产业结构优化升级', '加快发展生产力,推动科技创新,调整产业结构', '推进环保事业的发展,合理优化资源配置,加速科技创新', '调整产业结构,加强环境保护,加快创新步伐']","['加快转变经济发展方式,推进经济结构调整,推动产业结构优化升级']"
"马克思列宁主义同中国实际相结合实现了两次历史性飞跃,产生了两大理论成果,它们是(&nbsp;&nbsp;&nbsp;)&nbsp;①新民主主义理论②毛泽东思想③社会主义市场经济理论④邓小平理论","['②④', '②③④', '①②③', '①②③④']",['②④']
中国改革开放中判断一切工作是非得失的标准是①是否坚持了马克思主义的立场②是否有利于社会生产力的发展③是否有利于社会主义国家综合国力的提高④是否有利于人民生活水平的提高,"['②③④', '①③④', '①②③', '①②③④']",['②③④']
"我党在新时期实现的最根本的拨乱反正,就是","['坚持改革开放', '坚持四项基本原则', '以经济建设为中心的确定', '两个基本点的确定']",['以经济建设为中心的确定']
"与时俱进就是党的全部理论和全部工作要体现时代性,把握规律性,()","['保持先进性', '具有科学性', '富于创造性', '体现民族性']",['富于创造性']
邓小平对社会主义本质的概括突出了()的首要基础地位.,"['生产力', '生产关系', '经济基础', '上层建筑']",['生产力']
近代中国革命的根本任务是,"['推翻帝国主义', '推翻封建主义', '推翻官僚资本主义', '推翻帝封官的统治']",['推翻帝封官的统治']
"农业社会主义改造过程中,初级社具有()性质","['社会主义萌芽', '半社会主义', '集体经济', '社会主义']",['半社会主义']
"股份制本身不具有制度属性,它不等于公有制,也不等于私有制,关键要看","['是否有国家入股', '是否有集体入股', '控股权掌握在谁手里', '生产力的发展程度']",['控股权掌握在谁手里']
邓小平理论的首要的基本理论问题是,"['什么是社会主义、怎样建设社会主义', '建设什么样的党、怎样建设党', '实现什么样的发展、怎样发展', '抓住时机、发展自己']",['什么是社会主义、怎样建设社会主义']
物质的唯一特性是(&nbsp;),"['自主性', '主观能动性', '客观实在性', '运动']",['客观实在性']
江泽民对党的思想路线的发展主要表现在,"['强调“与时俱进”', '强调“创新”', '强调“三个代表”', '强调“实事求是”']","['强调“与时俱进”', '强调“三个代表”']"
"20世纪30年代,中国共产党内最早提出反对教条主义任务的领导人是","['刘少奇', '毛泽东', '周恩来', '张闻天']",['毛泽东']
"邓小平说：“什么叫现代化？五十年代一个样,六十年代不一样了,七十年代就更不一样了.”这句话的意思是","['我国在上世纪五十年代、六十年代、七十年代分别实现了现代化', '我国永远实现不了现代化', '现代化是捉摸不定的', '现代化是一个动态的过程']",['现代化是一个动态的过程']
毛泽东晚年的错误思想属于,"['毛泽东思想', '毛泽东个人的思想', '中国共产党的集体智慧', '马克思主义在中国的新发展']",['毛泽东个人的思想']
十七大提出的正确处理公平与效率关系的指导方针是(),"['效率优先,注重公平', '初次分配和再分配都要好效率和公平的关系,再分配更加注重公平', '效率与公平并重', '初次分配注重效率,再分配注重公平']","['初次分配和再分配都要好效率和公平的关系,再分配更加注重公平']"
